cd_from,cd_to,cd_from_to,is_chronic_path,gender,age_group,instance,age_group_sort,develop_type,link,cases,MU,SD,prob,z,p,odds,odds_order,link_label,d_type_order
Alcohol,Anemia,Alcohol-->Anemia,0,All Sex,< 40,39,2,overall,383,4681,12.221932114882506,19.439538147229193,0.83,-27,0,Very Unlikely,1,Prob: 0.83% | p: 0,2
AR,NeuroOther,AR-->NeuroOther,0,F,40 to 60,2,3,overall,424,7467,17.610849056603772,24.472534423744737,0.03,13.1,0,Very Likely,3,Prob: 0.03% | p: 0,2
AR,NeuroOther,AR-->NeuroOther,0,F,40 to 60,2,3,from,20,167,8.35,10.653761381734967,1.2,2.7,0.015,Very Likely,3,Prob: 1.2% | p: 0.015,2
AR,NeuroOther,AR-->NeuroOther,0,F,All Age,22,1,overall,546,34920,63.956043956043956,105.21942947740376,0.06,9.3,0,Very Likely,3,Prob: 0.06% | p: 0,2
AR,NeuroOther,AR-->NeuroOther,0,F,All Age,22,1,from,24,858,35.75,37.31679887478118,2.56,1.8,0.084,Neutral,2,Prob: 2.56% | p: 0.084,2
AR,NeuroOther,AR-->NeuroOther,0,M,> 60,39,4,overall,493,25457,51.6369168356998,96.7984034517098,0.15,2.9,0.004,Very Likely,3,Prob: 0.15% | p: 0.004,2
AR,NeuroOther,AR-->NeuroOther,0,M,> 60,39,4,from,21,481,22.904761904761905,28.176062112908472,8.11,-2.6,0.016,Very Unlikely,1,Prob: 8.11% | p: 0.016,2
AR,NeuroOther,AR-->NeuroOther,0,M,40 to 60,1,3,overall,424,7246,17.089622641509433,32.90305964703321,0.01,10.1,0,Very Likely,3,Prob: 0.01% | p: 0,2
AR,NeuroOther,AR-->NeuroOther,0,M,40 to 60,1,3,from,20,157,7.85,9.890319562715431,0.64,3.1,0.006,Very Likely,3,Prob: 0.64% | p: 0.006,2
AR,NeuroOther,AR-->NeuroOther,0,M,All Age,40,1,overall,539,34382,63.788497217068645,122.98907293230812,0.12,4.5,0,Very Likely,3,Prob: 0.12% | p: 0,2
AR,NeuroOther,AR-->NeuroOther,0,M,All Age,40,1,from,23,650,28.26086956521739,34.563797917506314,6.15,-1.6,0.118,Neutral,2,Prob: 6.15% | p: 0.118,2
AR,Obesity,AR-->Obesity,0,All Sex,< 40,7,2,overall,383,4681,12.221932114882506,19.439538147229193,0.15,5.3,0,Very Likely,3,Prob: 0.15% | p: 0,2
AR,Obesity,AR-->Obesity,0,All Sex,< 40,7,2,from,14,79,5.642857142857143,4.307545130923768,8.86,-1.2,0.26,Neutral,2,Prob: 8.86% | p: 0.26,2
AR,Obesity,AR-->Obesity,0,All Sex,> 60,13,4,overall,547,49908,91.23948811700183,169.02142194170352,0.03,10.8,0,Very Likely,3,Prob: 0.03% | p: 0,2
AR,Obesity,AR-->Obesity,0,All Sex,> 60,13,4,from,24,1105,46.041666666666664,54.529991083221645,1.18,3,0.007,Very Likely,3,Prob: 1.18% | p: 0.007,2
AR,Obesity,AR-->Obesity,0,All Sex,40 to 60,13,3,overall,489,14713,30.0879345603272,52.87491461865575,0.09,7.1,0,Very Likely,3,Prob: 0.09% | p: 0,2
AR,Obesity,AR-->Obesity,0,All Sex,40 to 60,13,3,from,21,324,15.428571428571429,18.225178815505288,4.01,0.6,0.548,Neutral,2,Prob: 4.01% | p: 0.548,2
AR,Obesity,AR-->Obesity,0,All Sex,All Age,33,1,overall,577,69302,120.10745233968804,216.3153776332515,0.05,9.7,0,Very Likely,3,Prob: 0.05% | p: 0,2
AR,Obesity,AR-->Obesity,0,All Sex,All Age,33,1,from,24,1508,62.833333333333336,69.50299753727651,2.19,2.1,0.047,Very Likely,3,Prob: 2.19% | p: 0.047,2
AR,Obesity,AR-->Obesity,0,F,< 40,6,2,overall,335,3002,8.961194029850747,12.76790694169646,0.2,4.2,0,Very Likely,3,Prob: 0.2% | p: 0,2
AR,Obesity,AR-->Obesity,0,F,< 40,6,2,from,12,67,5.583333333333333,4.52183255959016,8.96,-0.3,0.756,Neutral,2,Prob: 8.96% | p: 0.756,2
AR,Obesity,AR-->Obesity,0,F,> 60,12,4,overall,508,24451,48.131889763779526,84.94760147771233,0.05,9.6,0,Very Likely,3,Prob: 0.05% | p: 0,2
AR,Obesity,AR-->Obesity,0,F,> 60,12,4,from,23,624,27.130434782608695,29.614652926958133,1.92,2.5,0.023,Very Likely,3,Prob: 1.92% | p: 0.023,2
AR,Obesity,AR-->Obesity,0,F,40 to 60,6,3,overall,424,7467,17.610849056603772,24.472534423744737,0.08,9.8,0,Very Likely,3,Prob: 0.08% | p: 0,2
AR,Obesity,AR-->Obesity,0,F,40 to 60,6,3,from,20,167,8.35,10.653761381734967,3.59,1,0.336,Neutral,2,Prob: 3.59% | p: 0.336,2
AR,Obesity,AR-->Obesity,0,F,All Age,24,1,overall,546,34920,63.956043956043956,105.21942947740376,0.07,8.9,0,Very Likely,3,Prob: 0.07% | p: 0,2
AR,Obesity,AR-->Obesity,0,F,All Age,24,1,from,24,858,35.75,37.31679887478118,2.8,1.5,0.137,Neutral,2,Prob: 2.8% | p: 0.137,2
AR,Obesity,AR-->Obesity,0,M,< 40,1,2,overall,262,1679,6.408396946564886,9.638941915573069,0.06,9.1,0,Very Likely,3,Prob: 0.06% | p: 0,2
AR,Obesity,AR-->Obesity,0,M,< 40,1,2,from,7,12,1.7142857142857142,0.9511897312113419,8.33,2,0.094,Very Likely,3,Prob: 8.33% | p: 0.094,2
AR,Obesity,AR-->Obesity,0,M,> 60,1,4,overall,493,25457,51.6369168356998,96.7984034517098,0,11.6,0,Very Likely,3,Prob: 0% | p: 0,2
AR,Obesity,AR-->Obesity,0,M,> 60,1,4,from,21,481,22.904761904761905,28.176062112908472,0.21,3.6,0.002,Very Likely,3,Prob: 0.21% | p: 0.002,2
AR,Obesity,AR-->Obesity,0,M,40 to 60,7,3,overall,424,7246,17.089622641509433,32.90305964703321,0.1,6.3,0,Very Likely,3,Prob: 0.1% | p: 0,2
AR,Obesity,AR-->Obesity,0,M,40 to 60,7,3,from,20,157,7.85,9.890319562715431,4.46,0.4,0.705,Neutral,2,Prob: 4.46% | p: 0.705,2
AR,Obesity,AR-->Obesity,0,M,All Age,9,1,overall,539,34382,63.788497217068645,122.98907293230812,0.03,10.3,0,Very Likely,3,Prob: 0.03% | p: 0,2
AR,Obesity,AR-->Obesity,0,M,All Age,9,1,from,23,650,28.26086956521739,34.563797917506314,1.38,2.7,0.014,Very Likely,3,Prob: 1.38% | p: 0.014,2
AR,Osteo,AR-->Osteo,1,All Sex,< 40,2,2,overall,383,4681,12.221932114882506,19.439538147229193,0.04,10.3,0,Very Likely,3,Prob: 0.04% | p: 0,2
AR,Osteo,AR-->Osteo,1,All Sex,< 40,2,2,from,14,79,5.642857142857143,4.307545130923768,2.53,3.2,0.007,Very Likely,3,Prob: 2.53% | p: 0.007,2
AR,Osteo,AR-->Osteo,1,All Sex,> 60,67,4,overall,547,49908,91.23948811700183,169.02142194170352,0.13,3.4,0.001,Very Likely,3,Prob: 0.13% | p: 0.001,2
AR,Osteo,AR-->Osteo,1,All Sex,> 60,67,4,from,24,1105,46.041666666666664,54.529991083221645,6.06,-1.9,0.072,Neutral,2,Prob: 6.06% | p: 0.072,2
AR,Osteo,AR-->Osteo,1,All Sex,40 to 60,12,3,overall,489,14713,30.0879345603272,52.87491461865575,0.08,7.6,0,Very Likely,3,Prob: 0.08% | p: 0,2
AR,Osteo,AR-->Osteo,1,All Sex,40 to 60,12,3,from,21,324,15.428571428571429,18.225178815505288,3.7,0.9,0.399,Neutral,2,Prob: 3.7% | p: 0.399,2
AR,Osteo,AR-->Osteo,1,All Sex,All Age,81,1,overall,577,69302,120.10745233968804,216.3153776332515,0.12,4.3,0,Very Likely,3,Prob: 0.12% | p: 0,2
AR,Osteo,AR-->Osteo,1,All Sex,All Age,81,1,from,24,1508,62.833333333333336,69.50299753727651,5.37,-1.3,0.213,Neutral,2,Prob: 5.37% | p: 0.213,2
AR,Osteo,AR-->Osteo,1,F,> 60,58,4,overall,508,24451,48.131889763779526,84.94760147771233,0.24,-2.6,0.009,Very Unlikely,1,Prob: 0.24% | p: 0.009,2
AR,Osteo,AR-->Osteo,1,F,> 60,58,4,from,23,624,27.130434782608695,29.614652926958133,9.29,-5,0,Very Unlikely,1,Prob: 9.29% | p: 0,2
AR,Osteo,AR-->Osteo,1,F,40 to 60,10,3,overall,424,7467,17.610849056603772,24.472534423744737,0.13,6.4,0,Very Likely,3,Prob: 0.13% | p: 0,2
AR,Osteo,AR-->Osteo,1,F,40 to 60,10,3,from,20,167,8.35,10.653761381734967,5.99,-0.7,0.497,Neutral,2,Prob: 5.99% | p: 0.497,2
AR,Osteo,AR-->Osteo,1,F,All Age,68,1,overall,546,34920,63.956043956043956,105.21942947740376,0.19,-0.9,0.37,Neutral,2,Prob: 0.19% | p: 0.37,2
AR,Osteo,AR-->Osteo,1,F,All Age,68,1,from,24,858,35.75,37.31679887478118,7.93,-4.2,0,Very Unlikely,1,Prob: 7.93% | p: 0,2
AR,Osteo,AR-->Osteo,1,M,< 40,2,2,overall,262,1679,6.408396946564886,9.638941915573069,0.12,7.4,0,Very Likely,3,Prob: 0.12% | p: 0,2
AR,Osteo,AR-->Osteo,1,M,< 40,2,2,from,7,12,1.7142857142857142,0.9511897312113419,16.67,-0.8,0.457,Neutral,2,Prob: 16.67% | p: 0.457,2
AR,Osteo,AR-->Osteo,1,M,> 60,9,4,overall,493,25457,51.6369168356998,96.7984034517098,0.04,9.8,0,Very Likely,3,Prob: 0.04% | p: 0,2
AR,Osteo,AR-->Osteo,1,M,> 60,9,4,from,21,481,22.904761904761905,28.176062112908472,1.87,2.3,0.035,Very Likely,3,Prob: 1.87% | p: 0.035,2
AR,Osteo,AR-->Osteo,1,M,40 to 60,2,3,overall,424,7246,17.089622641509433,32.90305964703321,0.03,9.4,0,Very Likely,3,Prob: 0.03% | p: 0,2
AR,Osteo,AR-->Osteo,1,M,40 to 60,2,3,from,20,157,7.85,9.890319562715431,1.27,2.6,0.016,Very Likely,3,Prob: 1.27% | p: 0.016,2
AR,Osteo,AR-->Osteo,1,M,All Age,13,1,overall,539,34382,63.788497217068645,122.98907293230812,0.04,9.6,0,Very Likely,3,Prob: 0.04% | p: 0,2
AR,Osteo,AR-->Osteo,1,M,All Age,13,1,from,23,650,28.26086956521739,34.563797917506314,2,2.1,0.046,Very Likely,3,Prob: 2% | p: 0.046,2
AR,Paralysis,AR-->Paralysis,0,All Sex,> 60,20,4,overall,547,49908,91.23948811700183,169.02142194170352,0.04,9.9,0,Very Likely,3,Prob: 0.04% | p: 0,2
AR,Paralysis,AR-->Paralysis,0,All Sex,> 60,20,4,from,24,1105,46.041666666666664,54.529991083221645,1.81,2.3,0.028,Very Likely,3,Prob: 1.81% | p: 0.028,2
AR,Paralysis,AR-->Paralysis,0,All Sex,40 to 60,3,3,overall,489,14713,30.0879345603272,52.87491461865575,0.02,11.3,0,Very Likely,3,Prob: 0.02% | p: 0,2
AR,Paralysis,AR-->Paralysis,0,All Sex,40 to 60,3,3,from,21,324,15.428571428571429,18.225178815505288,0.93,3.1,0.005,Very Likely,3,Prob: 0.93% | p: 0.005,2
AR,Paralysis,AR-->Paralysis,0,All Sex,All Age,23,1,overall,577,69302,120.10745233968804,216.3153776332515,0.03,10.8,0,Very Likely,3,Prob: 0.03% | p: 0,2
AR,Paralysis,AR-->Paralysis,0,All Sex,All Age,23,1,from,24,1508,62.833333333333336,69.50299753727651,1.53,2.8,0.01,Very Likely,3,Prob: 1.53% | p: 0.01,2
AR,Paralysis,AR-->Paralysis,0,F,> 60,6,4,overall,508,24451,48.131889763779526,84.94760147771233,0.02,11.2,0,Very Likely,3,Prob: 0.02% | p: 0,2
AR,Paralysis,AR-->Paralysis,0,F,> 60,6,4,from,23,624,27.130434782608695,29.614652926958133,0.96,3.4,0.002,Very Likely,3,Prob: 0.96% | p: 0.002,2
AR,Paralysis,AR-->Paralysis,0,F,All Age,6,1,overall,546,34920,63.956043956043956,105.21942947740376,0.02,12.9,0,Very Likely,3,Prob: 0.02% | p: 0,2
AR,Paralysis,AR-->Paralysis,0,F,All Age,6,1,from,24,858,35.75,37.31679887478118,0.7,3.9,0.001,Very Likely,3,Prob: 0.7% | p: 0.001,2
AR,Paralysis,AR-->Paralysis,0,M,> 60,14,4,overall,493,25457,51.6369168356998,96.7984034517098,0.05,8.6,0,Very Likely,3,Prob: 0.05% | p: 0,2
AR,Paralysis,AR-->Paralysis,0,M,> 60,14,4,from,21,481,22.904761904761905,28.176062112908472,2.91,1.4,0.163,Neutral,2,Prob: 2.91% | p: 0.163,2
AR,Paralysis,AR-->Paralysis,0,M,40 to 60,3,3,overall,424,7246,17.089622641509433,32.90305964703321,0.04,8.8,0,Very Likely,3,Prob: 0.04% | p: 0,2
AR,Paralysis,AR-->Paralysis,0,M,40 to 60,3,3,from,20,157,7.85,9.890319562715431,1.91,2.2,0.041,Very Likely,3,Prob: 1.91% | p: 0.041,2
AR,Paralysis,AR-->Paralysis,0,M,All Age,17,1,overall,539,34382,63.788497217068645,122.98907293230812,0.05,8.8,0,Very Likely,3,Prob: 0.05% | p: 0,2
AR,Paralysis,AR-->Paralysis,0,M,All Age,17,1,from,23,650,28.26086956521739,34.563797917506314,2.62,1.6,0.132,Neutral,2,Prob: 2.62% | p: 0.132,2
AR,PUD,AR-->PUD,0,All Sex,< 40,1,2,overall,383,4681,12.221932114882506,19.439538147229193,0.02,11.3,0,Very Likely,3,Prob: 0.02% | p: 0,2
AR,PUD,AR-->PUD,0,All Sex,< 40,1,2,from,14,79,5.642857142857143,4.307545130923768,1.27,4,0.001,Very Likely,3,Prob: 1.27% | p: 0.001,2
AR,PUD,AR-->PUD,0,All Sex,> 60,28,4,overall,547,49908,91.23948811700183,169.02142194170352,0.06,8.8,0,Very Likely,3,Prob: 0.06% | p: 0,2
AR,PUD,AR-->PUD,0,All Sex,> 60,28,4,from,24,1105,46.041666666666664,54.529991083221645,2.53,1.6,0.119,Neutral,2,Prob: 2.53% | p: 0.119,2
AR,PUD,AR-->PUD,0,All Sex,40 to 60,2,3,overall,489,14713,30.0879345603272,52.87491461865575,0.01,11.7,0,Very Likely,3,Prob: 0.01% | p: 0,2
AR,PUD,AR-->PUD,0,All Sex,40 to 60,2,3,from,21,324,15.428571428571429,18.225178815505288,0.62,3.4,0.003,Very Likely,3,Prob: 0.62% | p: 0.003,2
AR,PUD,AR-->PUD,0,All Sex,All Age,31,1,overall,577,69302,120.10745233968804,216.3153776332515,0.04,9.9,0,Very Likely,3,Prob: 0.04% | p: 0,2
AR,PUD,AR-->PUD,0,All Sex,All Age,31,1,from,24,1508,62.833333333333336,69.50299753727651,2.06,2.2,0.035,Very Likely,3,Prob: 2.06% | p: 0.035,2
AR,PUD,AR-->PUD,0,F,< 40,1,2,overall,335,3002,8.961194029850747,12.76790694169646,0.03,11.4,0,Very Likely,3,Prob: 0.03% | p: 0,2
AR,PUD,AR-->PUD,0,F,< 40,1,2,from,12,67,5.583333333333333,4.52183255959016,1.49,3.5,0.005,Very Likely,3,Prob: 1.49% | p: 0.005,2
AR,PUD,AR-->PUD,0,F,> 60,19,4,overall,508,24451,48.131889763779526,84.94760147771233,0.08,7.7,0,Very Likely,3,Prob: 0.08% | p: 0,2
AR,PUD,AR-->PUD,0,F,> 60,19,4,from,23,624,27.130434782608695,29.614652926958133,3.04,1.3,0.202,Neutral,2,Prob: 3.04% | p: 0.202,2
AR,PUD,AR-->PUD,0,F,40 to 60,2,3,overall,424,7467,17.610849056603772,24.472534423744737,0.03,13.1,0,Very Likely,3,Prob: 0.03% | p: 0,2
AR,PUD,AR-->PUD,0,F,40 to 60,2,3,from,20,167,8.35,10.653761381734967,1.2,2.7,0.015,Very Likely,3,Prob: 1.2% | p: 0.015,2
AR,PUD,AR-->PUD,0,F,All Age,22,1,overall,546,34920,63.956043956043956,105.21942947740376,0.06,9.3,0,Very Likely,3,Prob: 0.06% | p: 0,2
AR,PUD,AR-->PUD,0,F,All Age,22,1,from,24,858,35.75,37.31679887478118,2.56,1.8,0.084,Neutral,2,Prob: 2.56% | p: 0.084,2
AR,PUD,AR-->PUD,0,M,> 60,9,4,overall,493,25457,51.6369168356998,96.7984034517098,0.04,9.8,0,Very Likely,3,Prob: 0.04% | p: 0,2
AR,PUD,AR-->PUD,0,M,> 60,9,4,from,21,481,22.904761904761905,28.176062112908472,1.87,2.3,0.035,Very Likely,3,Prob: 1.87% | p: 0.035,2
AR,PUD,AR-->PUD,0,M,All Age,9,1,overall,539,34382,63.788497217068645,122.98907293230812,0.03,10.3,0,Very Likely,3,Prob: 0.03% | p: 0,2
AR,PUD,AR-->PUD,0,M,All Age,9,1,from,23,650,28.26086956521739,34.563797917506314,1.38,2.7,0.014,Very Likely,3,Prob: 1.38% | p: 0.014,2
AR,WeightLoss,AR-->WeightLoss,0,All Sex,< 40,1,2,overall,383,4681,12.221932114882506,19.439538147229193,0.02,11.3,0,Very Likely,3,Prob: 0.02% | p: 0,2
AR,WeightLoss,AR-->WeightLoss,0,All Sex,< 40,1,2,from,14,79,5.642857142857143,4.307545130923768,1.27,4,0.001,Very Likely,3,Prob: 1.27% | p: 0.001,2
AR,WeightLoss,AR-->WeightLoss,0,All Sex,> 60,38,4,overall,547,49908,91.23948811700183,169.02142194170352,0.08,7.4,0,Very Likely,3,Prob: 0.08% | p: 0,2
AR,WeightLoss,AR-->WeightLoss,0,All Sex,> 60,38,4,from,24,1105,46.041666666666664,54.529991083221645,3.44,0.7,0.477,Neutral,2,Prob: 3.44% | p: 0.477,2
AR,WeightLoss,AR-->WeightLoss,0,All Sex,40 to 60,11,3,overall,489,14713,30.0879345603272,52.87491461865575,0.07,8,0,Very Likely,3,Prob: 0.07% | p: 0,2
AR,WeightLoss,AR-->WeightLoss,0,All Sex,40 to 60,11,3,from,21,324,15.428571428571429,18.225178815505288,3.4,1.1,0.279,Neutral,2,Prob: 3.4% | p: 0.279,2
AR,WeightLoss,AR-->WeightLoss,0,All Sex,All Age,50,1,overall,577,69302,120.10745233968804,216.3153776332515,0.07,7.8,0,Very Likely,3,Prob: 0.07% | p: 0,2
AR,WeightLoss,AR-->WeightLoss,0,All Sex,All Age,50,1,from,24,1508,62.833333333333336,69.50299753727651,3.32,0.9,0.375,Neutral,2,Prob: 3.32% | p: 0.375,2
AR,WeightLoss,AR-->WeightLoss,0,F,> 60,32,4,overall,508,24451,48.131889763779526,84.94760147771233,0.13,4.3,0,Very Likely,3,Prob: 0.13% | p: 0,2
AR,WeightLoss,AR-->WeightLoss,0,F,> 60,32,4,from,23,624,27.130434782608695,29.614652926958133,5.13,-0.8,0.439,Neutral,2,Prob: 5.13% | p: 0.439,2
AR,WeightLoss,AR-->WeightLoss,0,F,40 to 60,1,3,overall,424,7467,17.610849056603772,24.472534423744737,0.01,14,0,Very Likely,3,Prob: 0.01% | p: 0,2
AR,WeightLoss,AR-->WeightLoss,0,F,40 to 60,1,3,from,20,167,8.35,10.653761381734967,0.6,3.1,0.006,Very Likely,3,Prob: 0.6% | p: 0.006,2
AR,WeightLoss,AR-->WeightLoss,0,F,All Age,33,1,overall,546,34920,63.956043956043956,105.21942947740376,0.09,6.9,0,Very Likely,3,Prob: 0.09% | p: 0,2
AR,WeightLoss,AR-->WeightLoss,0,F,All Age,33,1,from,24,858,35.75,37.31679887478118,3.85,0.4,0.721,Neutral,2,Prob: 3.85% | p: 0.721,2
AR,WeightLoss,AR-->WeightLoss,0,M,< 40,1,2,overall,262,1679,6.408396946564886,9.638941915573069,0.06,9.1,0,Very Likely,3,Prob: 0.06% | p: 0,2
AR,WeightLoss,AR-->WeightLoss,0,M,< 40,1,2,from,7,12,1.7142857142857142,0.9511897312113419,8.33,2,0.094,Very Likely,3,Prob: 8.33% | p: 0.094,2
AR,WeightLoss,AR-->WeightLoss,0,M,> 60,6,4,overall,493,25457,51.6369168356998,96.7984034517098,0.02,10.5,0,Very Likely,3,Prob: 0.02% | p: 0,2
AR,WeightLoss,AR-->WeightLoss,0,M,> 60,6,4,from,21,481,22.904761904761905,28.176062112908472,1.25,2.7,0.012,Very Likely,3,Prob: 1.25% | p: 0.012,2
AR,WeightLoss,AR-->WeightLoss,0,M,40 to 60,10,3,overall,424,7246,17.089622641509433,32.90305964703321,0.14,4.4,0,Very Likely,3,Prob: 0.14% | p: 0,2
AR,WeightLoss,AR-->WeightLoss,0,M,40 to 60,10,3,from,20,157,7.85,9.890319562715431,6.37,-1,0.343,Neutral,2,Prob: 6.37% | p: 0.343,2
AR,WeightLoss,AR-->WeightLoss,0,M,All Age,17,1,overall,539,34382,63.788497217068645,122.98907293230812,0.05,8.8,0,Very Likely,3,Prob: 0.05% | p: 0,2
AR,WeightLoss,AR-->WeightLoss,0,M,All Age,17,1,from,23,650,28.26086956521739,34.563797917506314,2.62,1.6,0.132,Neutral,2,Prob: 2.62% | p: 0.132,2
AS,Alcohol,AS-->Alcohol,0,All Sex,< 40,4,2,overall,383,4681,12.221932114882506,19.439538147229193,0.09,8.3,0,Very Likely,3,Prob: 0.09% | p: 0,2
AS,Alcohol,AS-->Alcohol,0,All Sex,< 40,4,2,from,21,298,14.19047619047619,13.603745982702883,1.34,3.4,0.003,Very Likely,3,Prob: 1.34% | p: 0.003,2
AS,Alcohol,AS-->Alcohol,0,All Sex,> 60,7,4,overall,547,49908,91.23948811700183,169.02142194170352,0.01,11.7,0,Very Likely,3,Prob: 0.01% | p: 0,2
AS,Alcohol,AS-->Alcohol,0,All Sex,> 60,7,4,from,24,1350,56.25,62.98326209674937,0.52,3.8,0.001,Very Likely,3,Prob: 0.52% | p: 0.001,2
AS,Alcohol,AS-->Alcohol,0,All Sex,40 to 60,7,3,overall,489,14713,30.0879345603272,52.87491461865575,0.05,9.7,0,Very Likely,3,Prob: 0.05% | p: 0,2
AS,Alcohol,AS-->Alcohol,0,All Sex,40 to 60,7,3,from,23,308,13.391304347826088,17.60356144347135,2.27,1.7,0.096,Neutral,2,Prob: 2.27% | p: 0.096,2
AS,Alcohol,AS-->Alcohol,0,All Sex,All Age,18,1,overall,577,69302,120.10745233968804,216.3153776332515,0.03,11.3,0,Very Likely,3,Prob: 0.03% | p: 0,2
AS,Alcohol,AS-->Alcohol,0,All Sex,All Age,18,1,from,24,1956,81.5,85.74228321216309,0.92,3.6,0.001,Very Likely,3,Prob: 0.92% | p: 0.001,2
AS,Alcohol,AS-->Alcohol,0,F,< 40,4,2,overall,335,3002,8.961194029850747,12.76790694169646,0.13,7.1,0,Very Likely,3,Prob: 0.13% | p: 0,2
AS,Alcohol,AS-->Alcohol,0,F,< 40,4,2,from,20,206,10.3,8.879900426184259,1.94,3.2,0.005,Very Likely,3,Prob: 1.94% | p: 0.005,2
AS,Alcohol,AS-->Alcohol,0,F,> 60,7,4,overall,508,24451,48.131889763779526,84.94760147771233,0.03,10.9,0,Very Likely,3,Prob: 0.03% | p: 0,2
AS,Alcohol,AS-->Alcohol,0,F,> 60,7,4,from,23,1109,48.21739130434783,56.533141142438126,0.63,3.5,0.002,Very Likely,3,Prob: 0.63% | p: 0.002,2
AS,Alcohol,AS-->Alcohol,0,F,40 to 60,1,3,overall,424,7467,17.610849056603772,24.472534423744737,0.01,14,0,Very Likely,3,Prob: 0.01% | p: 0,2
AS,Alcohol,AS-->Alcohol,0,F,40 to 60,1,3,from,20,207,10.35,13.075791210839736,0.48,3.2,0.005,Very Likely,3,Prob: 0.48% | p: 0.005,2
AS,Alcohol,AS-->Alcohol,0,F,All Age,12,1,overall,546,34920,63.956043956043956,105.21942947740376,0.03,11.5,0,Very Likely,3,Prob: 0.03% | p: 0,2
AS,Alcohol,AS-->Alcohol,0,F,All Age,12,1,from,23,1522,66.17391304347827,70.47478735103721,0.79,3.7,0.001,Very Likely,3,Prob: 0.79% | p: 0.001,2
AS,Alcohol,AS-->Alcohol,0,M,40 to 60,6,3,overall,424,7246,17.089622641509433,32.90305964703321,0.08,6.9,0,Very Likely,3,Prob: 0.08% | p: 0,2
AS,Alcohol,AS-->Alcohol,0,M,40 to 60,6,3,from,20,101,5.05,5.605213738353925,5.94,-0.8,0.458,Neutral,2,Prob: 5.94% | p: 0.458,2
AS,Alcohol,AS-->Alcohol,0,M,All Age,6,1,overall,539,34382,63.788497217068645,122.98907293230812,0.02,10.9,0,Very Likely,3,Prob: 0.02% | p: 0,2
AS,Alcohol,AS-->Alcohol,0,M,All Age,6,1,from,24,434,18.083333333333332,21.795325918280234,1.38,2.7,0.012,Very Likely,3,Prob: 1.38% | p: 0.012,2
AS,Anemia,AS-->Anemia,0,All Sex,< 40,12,2,overall,383,4681,12.221932114882506,19.439538147229193,0.26,0.2,0.823,Neutral,2,Prob: 0.26% | p: 0.823,2
AS,Anemia,AS-->Anemia,0,All Sex,< 40,12,2,from,21,298,14.19047619047619,13.603745982702883,4.03,0.7,0.469,Neutral,2,Prob: 4.03% | p: 0.469,2
AS,Anemia,AS-->Anemia,0,All Sex,> 60,17,4,overall,547,49908,91.23948811700183,169.02142194170352,0.03,10.3,0,Very Likely,3,Prob: 0.03% | p: 0,2
AS,Anemia,AS-->Anemia,0,All Sex,> 60,17,4,from,24,1350,56.25,62.98326209674937,1.26,3.1,0.006,Very Likely,3,Prob: 1.26% | p: 0.006,2
AS,Anemia,AS-->Anemia,0,All Sex,40 to 60,13,3,overall,489,14713,30.0879345603272,52.87491461865575,0.09,7.1,0,Very Likely,3,Prob: 0.09% | p: 0,2
AS,Anemia,AS-->Anemia,0,All Sex,40 to 60,13,3,from,23,308,13.391304347826088,17.60356144347135,4.22,0.1,0.916,Neutral,2,Prob: 4.22% | p: 0.916,2
AS,Anemia,AS-->Anemia,0,All Sex,All Age,42,1,overall,577,69302,120.10745233968804,216.3153776332515,0.06,8.7,0,Very Likely,3,Prob: 0.06% | p: 0,2
AS,Anemia,AS-->Anemia,0,All Sex,All Age,42,1,from,24,1956,81.5,85.74228321216309,2.15,2.3,0.034,Very Likely,3,Prob: 2.15% | p: 0.034,2
AS,Anemia,AS-->Anemia,0,F,< 40,12,2,overall,335,3002,8.961194029850747,12.76790694169646,0.4,-4.4,0,Very Unlikely,1,Prob: 0.4% | p: 0,2
AS,Anemia,AS-->Anemia,0,F,< 40,12,2,from,20,206,10.3,8.879900426184259,5.83,-0.9,0.403,Neutral,2,Prob: 5.83% | p: 0.403,2
AS,Anemia,AS-->Anemia,0,F,> 60,15,4,overall,508,24451,48.131889763779526,84.94760147771233,0.06,8.8,0,Very Likely,3,Prob: 0.06% | p: 0,2
AS,Anemia,AS-->Anemia,0,F,> 60,15,4,from,23,1109,48.21739130434783,56.533141142438126,1.35,2.8,0.01,Very Likely,3,Prob: 1.35% | p: 0.01,2
AS,Anemia,AS-->Anemia,0,F,40 to 60,12,3,overall,424,7467,17.610849056603772,24.472534423744737,0.16,4.7,0,Very Likely,3,Prob: 0.16% | p: 0,2
AS,Anemia,AS-->Anemia,0,F,40 to 60,12,3,from,20,207,10.35,13.075791210839736,5.8,-0.6,0.579,Neutral,2,Prob: 5.8% | p: 0.579,2
AS,Anemia,AS-->Anemia,0,F,All Age,39,1,overall,546,34920,63.956043956043956,105.21942947740376,0.11,5.5,0,Very Likely,3,Prob: 0.11% | p: 0,2
AS,Anemia,AS-->Anemia,0,F,All Age,39,1,from,23,1522,66.17391304347827,70.47478735103721,2.56,1.8,0.078,Neutral,2,Prob: 2.56% | p: 0.078,2
AS,Anemia,AS-->Anemia,0,M,> 60,2,4,overall,493,25457,51.6369168356998,96.7984034517098,0.01,11.4,0,Very Likely,3,Prob: 0.01% | p: 0,2
